"date","date2","Overall UK ONS CPIH","Overall UK Micro CPI","London","South East","South West","East of England","East Midlands","West Midlands","Yorkshire and the Humber","North West","North East","Wales","Scotland","Northern Ireland"
200407,2004-07-01,1.4,0.965933596026569,0.698438766786036,0.778830213884807,0.874613357500853,0.766521477778626,1.18809377519153,0.814553453901068,1.18298990790433,1.24394505487513,0.468049212096777,0.998913011185221,1.33407280224718,1.02703114004858
200408,2004-08-01,1.4,0.767888510202552,0.485646836042775,0.587491624183323,0.654460201990514,0.525026147533558,0.967032448796057,0.483247429777345,0.988118695933005,0.796221985517187,0.311833567761788,0.644147565351161,0.964123344395884,1.00466460766373
200409,2004-09-01,1.2,0.730507909819633,0.309751161770744,0.611736292356602,0.767331206887745,0.467355474925135,0.952238353092572,0.480701486519974,0.96262614572209,0.8368915847907,0.347868507556437,0.421857359311817,0.818577800356635,0.874443622839771
200410,2004-10-01,1.3,0.839548202049856,0.478459514276652,0.70713951025696,0.852785280451163,0.596925880990606,0.999572007896932,0.650005668106202,0.958424899796118,1.05862639257461,0.287377313989778,0.429051929461033,0.954121256392315,0.974309746342272
200411,2004-11-01,1.5,0.825265651062246,0.492972742215692,0.704259897259796,0.826015799192792,0.635057228874691,1.14440831528364,0.489559803736439,1.03952228250246,0.88145898204568,0.310990403204925,0.473265096676223,0.86471201005629,0.887830756872088
200412,2004-12-01,1.8,0.874134363156243,0.529664214938563,0.888135838928905,0.764864488145456,0.604405239070838,1.10178052450582,0.777571610349792,1.14283902101808,0.884446531689642,0.248564025011877,0.670907410191668,0.9034580891778,0.996228357253792
200501,2005-01-01,1.7,0.576332211189312,0.308602931466195,0.631968019693496,0.518788771696199,0.177218272884838,0.65863132963877,0.67431785355494,0.793007119243194,0.79771567585436,-0.159702082636082,0.234999657925927,0.591060234414109,0.462980391899714
200502,2005-02-01,1.7,0.719331905393306,0.349332586879592,0.790230790422064,0.689260558052851,0.565431106992276,0.820051494605467,0.559768660197824,1.11367916070435,0.989166055753277,0.270149883899573,0.312619136514725,0.717083647606076,0.790164975620011
200503,2005-03-01,2,0.82156978387713,0.573469178427066,0.942365587195093,0.965390494188334,0.789848731900022,0.921908278494232,0.611521237124713,1.37302666642849,0.817894348164194,-0.0850724877957676,0.343624713212365,0.816148994609733,0.988221356873131
200504,2005-04-01,1.9,0.853861824146618,0.673416218790246,1.1571577330165,0.953431059657595,0.818988359874862,0.96965440261656,0.620082178846837,1.38194732309069,0.920044385188823,0.14206119634439,0.609761386891283,0.596341425291147,0.493684383714621
200505,2005-05-01,1.9,-0.119172529382383,-0.300810110806193,-0.189911419882893,-0.0326678421688431,-0.366893061874818,0.0626469294587428,-0.247784853326916,0.146376079101129,-0.0894402816066453,-0.782296679613415,-0.143861835237491,0.0340152548182537,-0.0903781355402367
200506,2005-06-01,2,1.39571764370541,1.16681425003251,1.4120603553383,1.34691858780718,1.47824725201096,1.50566033868547,0.899742469889464,1.93362228406044,1.41006292017198,0.607736875894527,1.36196893837233,1.25238055910695,1.47704175815961
200507,2005-07-01,2.3,1.58339869942627,1.4202633590773,1.50671201879511,1.70391084088015,1.48835135672263,1.77338581425472,1.34600982459154,2.18476613797294,1.42078282055109,0.630571062376228,1.43525247050926,1.71277880871534,1.13634759133805
200508,2005-08-01,2.4,1.70529408712417,1.50464957937966,1.58270721688127,1.81047422394101,1.65384988203852,1.85928557828243,1.50315183346867,2.26444631684062,1.59774032821189,1.05922541256898,1.94446339031578,1.73423643967847,1.17103799562792
200509,2005-09-01,2.5,1.73726981605455,1.57537185862671,1.61444560374977,1.71152639047567,1.70678784484846,1.86297546726792,1.41260153009721,2.4053948835193,1.72002818235555,1.19824318935748,2.10663411044345,1.87581341085694,1.13629687365355
200510,2005-10-01,2.4,1.60531390376415,1.51111458914541,1.44523472341311,1.564861388423,1.57301870505751,1.60576072461058,1.35789906007118,2.27504139209909,1.49413243160375,1.13764611317182,1.89116827570699,1.72584258774258,1.04292694836785
200511,2005-11-01,2.2,1.51012024244452,1.41342896670713,1.3079322354864,1.5256310968544,1.29059617459264,1.41947637569553,1.53485949884438,2.02321851061873,1.54539564208718,1.11937053558593,1.75401860006612,1.64668251388815,1.13884692996367
200512,2005-12-01,2.1,1.43552845629866,1.3273816978707,1.26441449613577,1.6166384004348,1.35684705525447,1.38880036492706,1.05220800116617,1.89194313998962,1.54130515243256,1.2877293883387,1.68192180085833,1.57114259607476,0.97120532833328
200601,2006-01-01,2.2,1.65105164444541,1.55361777216931,1.37479266915022,1.66747663331801,1.65284978750211,1.61678346530976,1.5397469871328,2.14328293719939,1.70052573854131,1.71343111201536,1.88986371459621,1.75307916159155,1.26027495595351
200602,2006-02-01,2.2,1.65709389937689,1.51049142337289,1.34607400125359,1.64955565055296,1.33855097043223,1.7084950549211,1.69760284328608,2.19759095960124,1.70345564780054,1.66949141948736,2.28731602523504,1.50134218828442,1.17453825762657
200603,2006-03-01,2,1.4116238638427,1.23185832020858,1.21489640222887,1.28354221189564,1.04634691999468,1.55893688803148,1.54304264986009,1.76877778931968,1.603375839677,1.52311174962172,1.95518453175643,1.2682537083849,0.722915752097042
200604,2006-04-01,2.2,1.530904324888,1.18360142103842,1.18606288437353,1.46497908032119,1.11422428145971,1.5288481783031,1.55846288403396,1.77551462248877,1.67324583042219,1.62378933677689,1.93781756176077,1.63480346569416,0.998858820254522
200605,2006-05-01,2.4,2.81022601757839,2.5052885724052,2.72486168625499,2.84780786828409,2.6040070695829,2.78551013069199,2.66677501904296,3.21309034089707,3.02048279769527,2.85113903112457,3.14591932313573,2.37601577581859,2.17669031984495
200606,2006-06-01,2.6,1.52124936722642,1.29920956772149,1.29190748148698,1.58162437366709,1.00375651716236,1.44505692558372,1.72563527353786,1.68868360418504,1.65430378558367,1.6825672839736,1.92027055546671,1.56161591698725,0.829176240556362
200607,2006-07-01,2.5,1.5693441509788,1.44946747314052,1.26212177151996,1.5979427022256,0.964196018470287,1.60414463618277,1.84380079396882,1.29081607279111,1.82373656118651,1.92577505026026,2.23282599480261,1.41640298062038,1.03859378091546
200608,2006-08-01,2.6,1.64097490193376,1.4922786797309,1.3069792307085,1.65767041941405,1.02058623580148,1.63600635512002,1.87688016626066,1.58232052798166,1.72391779230985,1.99836808058964,1.96714706379009,1.52024865958584,1.42154559032299
200609,2006-09-01,2.5,1.31547125884803,1.15640219241986,0.904095008761185,1.37715133930216,0.734772907983339,1.3953276191444,1.5566555471366,1.23205085455711,1.27601287283623,1.58485844080618,1.67727600600396,1.23280385138982,1.29067845139619
200610,2006-10-01,2.5,1.04175955377133,0.973243111746736,0.705362672408261,1.03097720757084,0.461795446013835,1.23803613451983,1.38242629225174,0.732453838455949,1.12789958063555,1.26098361325901,1.5250675927704,0.847870387407146,1.04085450725611
200611,2006-11-01,2.8,1.20748858402489,1.14684593969396,0.839088286922851,1.16744000996094,0.721737702643743,1.4956143878621,1.2677258942871,0.98509444737187,1.46444022356251,1.56360112821061,1.68964009337906,0.901488300359143,0.979238843902785
200612,2006-12-01,2.9,1.43133833491031,1.40513793793005,0.986600965892692,1.38332610730791,1.0028160595807,1.54084795440876,1.67037807791084,1.22268180099874,1.57625603473186,1.78057104353719,1.90378315923356,1.12051855198703,1.42571115285983
200701,2007-01-01,2.7,1.52358937116586,1.76052552053001,1.05558432174699,1.44654740921288,0.975669047409577,1.62118543091645,1.74615382686456,1.03381224801731,1.46809560028514,1.82946522899115,1.92528971993433,1.41523227477256,1.49048217744643
200702,2007-02-01,2.7,1.66558965583163,2.03658756671237,1.12434513110355,1.57362529655198,1.19513832077436,1.65079856511912,1.87954971975637,1.06599445793381,1.64837164710607,1.89980789683759,1.93419069099303,1.68797162120118,1.71876754006242
200703,2007-03-01,2.9,1.90527860620728,2.21987097724554,1.25449692997481,1.93791044690845,1.36443150632093,1.92982023358272,2.05946917929669,1.30555996414317,1.85430305504926,2.58404794235303,2.22647597604189,2.00367056028261,2.17337849721884
200704,2007-04-01,2.7,1.99054774379186,2.42935058847473,1.42989655288233,1.98858455257891,1.41409041640173,2.24993267524947,2.16742850354619,1.52427578558398,1.918769518508,2.78050959796403,2.59916825677542,1.93190555570715,2.15254526819457
200705,2007-05-01,2.5,1.63650222387506,2.0126819598818,1.10770310632584,1.62782011104752,1.15126734395801,1.62030096343131,1.97768964822862,1.15899080334276,1.57158023720567,2.53864146313871,2.30687285658209,1.75976741864929,1.52528087276218
200706,2007-06-01,2.5,1.58853480671661,1.98152242077243,1.0379955362378,1.58676505136175,1.17165062297262,1.66627693310928,1.77680634618091,1.07520047845731,1.53613325105673,2.61746583755675,2.06265087997215,1.6846466173658,1.4638802255946
200707,2007-07-01,2,1.43312122348327,1.62874646185451,1.07647014154117,1.47568473539141,1.15617062202251,1.21762710681417,1.55900139669827,1.33814538731101,1.31653311348956,2.27108473788735,1.65478795810967,1.23243443459851,1.53151833012486
200708,2007-08-01,2,1.23925919133046,1.51512900220736,0.853114425022272,1.46795212647863,1.03974713276567,1.19435067716882,1.26265913849166,1.09404731827176,1.22441539927551,1.84241108765186,1.37142774326044,1.15827889149702,1.04484763562853
